weight,roi,ROIweight,from,to,name.from,name.to,type.from,type.to,databaseType.to,databaseType.from,totalWeight,weightRelativeTotal,totalPreWeight,outputContributionTotal,weightROIRelativeTotal,totalPreROIweight,totalROIweight,weightRelative,outputContribution,supertype1.to,supertype1.from,supertype2.to,supertype2.from,supertype3.to,supertype3.from
7,EB,7,5813012006,1167641412,EPG(PB08)_L7,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1506,0.004648074369189907,3398,0.0020600353148911123,0.004648074369189907,1440,1504,0.004654255319148936,0.004861111111111111,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,694920753,1167641412,EPG(PB08)_R5,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1506,0.004648074369189907,2724,0.0025697503671071953,0.004648074369189907,1462,1504,0.004654255319148936,0.0047879616963064295,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813012006,1167977970,EPG(PB08)_L7,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1689,0.0041444641799881585,3398,0.0020600353148911123,0.0041444641799881585,1440,1685,0.004154302670623145,0.004861111111111111,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,1035045015,1167977970,EPG(PB08)_L7,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1689,0.0041444641799881585,3480,0.002011494252873563,0.0041444641799881585,1451,1685,0.004154302670623145,0.004824259131633356,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,910438331,1167977970,EPG(PB08)_R6,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1689,0.0041444641799881585,2666,0.002625656414103526,0.0041444641799881585,1415,1685,0.004154302670623145,0.0049469964664310955,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,695956656,1167977970,EPG(PB08)_R4,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1689,0.0041444641799881585,2717,0.002576370997423629,0.0041444641799881585,1221,1685,0.004154302670623145,0.005733005733005733,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,665314820,1167977970,EPG(PB08)_L4,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1689,0.0041444641799881585,3156,0.002217997465145754,0.0041444641799881585,1320,1685,0.004154302670623145,0.005303030303030303,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813014873,5813049948,EPG(PB08)_R1,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1563,0.004478566858605247,3023,0.002315580549123387,0.004478566858605247,1553,1562,0.004481434058898848,0.004507405022537025,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,1065410141,5813049948,EPG(PB08)_L8,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1563,0.004478566858605247,2659,0.0026325686348251222,0.004478566858605247,1079,1562,0.004481434058898848,0.006487488415199258,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,788794171,5813049948,EPG(PB08)_L6,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1563,0.004478566858605247,2666,0.002625656414103526,0.004478566858605247,1076,1562,0.004481434058898848,0.006505576208178439,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,478375456,5813049948,EPG(PB08)_R3,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1563,0.004478566858605247,2802,0.0024982155603140615,0.004478566858605247,1569,1562,0.004481434058898848,0.004461440407903123,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813080838,1198671494,EPG(PB08)_R3,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1557,0.00449582530507386,3197,0.002189552705661558,0.00449582530507386,1535,1554,0.0045045045045045045,0.004560260586319218,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,942491983,1198671494,EPG(PB08)_R6,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1557,0.00449582530507386,2849,0.002457002457002457,0.00449582530507386,1266,1554,0.0045045045045045045,0.005529225908372828,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,633546217,1198671494,EPG(PB08)_R4,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1557,0.00449582530507386,2408,0.0029069767441860465,0.00449582530507386,1127,1554,0.0045045045045045045,0.006211180124223602,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,541118908,1198671494,EPG(PB08)_R3,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1557,0.00449582530507386,2982,0.002347417840375587,0.00449582530507386,1451,1554,0.0045045045045045045,0.004824259131633356,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,478375456,1198671494,EPG(PB08)_R3,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1557,0.00449582530507386,2802,0.0024982155603140615,0.00449582530507386,1569,1554,0.0045045045045045045,0.004461440407903123,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,1167995070,5813047793,EPG(PB08)_L8,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1530,0.004575163398692811,3026,0.002313284864507601,0.004575163398692811,1321,1522,0.0045992115637319315,0.005299015897047691,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,665314820,5813047793,EPG(PB08)_L4,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1530,0.004575163398692811,3156,0.002217997465145754,0.004575163398692811,1320,1522,0.0045992115637319315,0.005303030303030303,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,634962055,5813047793,EPG(PB08)_L4,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1530,0.004575163398692811,3116,0.002246469833119384,0.004575163398692811,1162,1522,0.0045992115637319315,0.006024096385542169,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813040233,1167645442,EPG(PB08)_R8,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1675,0.00417910447761194,2453,0.0028536485935589076,0.00417910447761194,1263,1484,0.0047169811320754715,0.0055423594615993665,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,478375456,1167645442,EPG(PB08)_R3,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1675,0.00417910447761194,2802,0.0024982155603140615,0.00417910447761194,1569,1484,0.0047169811320754715,0.004461440407903123,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,910438331,1198326456,EPG(PB08)_R6,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.004139562389118865,2666,0.002625656414103526,0.004139562389118865,1415,1527,0.0045841519318926,0.0049469964664310955,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,912601268,1198326456,EPG(PB08)_L6,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1691,0.004139562389118865,2851,0.002455278849526482,0.004139562389118865,1183,1527,0.0045841519318926,0.005917159763313609,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,725951521,1198326456,EPG(PB08)_R5,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.004139562389118865,2702,0.0025906735751295338,0.004139562389118865,1276,1527,0.0045841519318926,0.0054858934169279,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,541870397,1198326456,EPG(PB08)_L6,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1691,0.004139562389118865,3129,0.0022371364653243847,0.004139562389118865,1216,1527,0.0045841519318926,0.005756578947368421,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,541118908,1198326456,EPG(PB08)_R3,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.004139562389118865,2982,0.002347417840375587,0.004139562389118865,1451,1527,0.0045841519318926,0.004824259131633356,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813061251,5813050767,EPG(PB08)_R8,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1786,0.003919372900335946,2158,0.003243744207599629,0.003919372900335946,1066,1630,0.004294478527607362,0.006566604127579738,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813014873,5813050767,EPG(PB08)_R1,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1786,0.003919372900335946,3023,0.002315580549123387,0.003919372900335946,1553,1630,0.004294478527607362,0.004507405022537025,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,910438331,5813050767,EPG(PB08)_R6,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1786,0.003919372900335946,2666,0.002625656414103526,0.003919372900335946,1415,1630,0.004294478527607362,0.0049469964664310955,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,725951521,5813050767,EPG(PB08)_R5,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1786,0.003919372900335946,2702,0.0025906735751295338,0.003919372900335946,1276,1630,0.004294478527607362,0.0054858934169279,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813080838,5813053866,EPG(PB08)_R3,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1856,0.003771551724137931,3197,0.002189552705661558,0.003771551724137931,1535,1685,0.004154302670623145,0.004560260586319218,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813022281,5813053866,EPG(PB08)_L4,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1856,0.003771551724137931,3208,0.0021820448877805485,0.003771551724137931,1302,1685,0.004154302670623145,0.005376344086021506,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,1002507159,5813053866,EPG(PB08)_R7,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1856,0.003771551724137931,3052,0.0022935779816513763,0.003771551724137931,1591,1685,0.004154302670623145,0.0043997485857950975,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,5813061251,1292847181,EPG(PB08)_R8,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1702,0.004112808460634548,2158,0.003243744207599629,0.004112808460634548,1066,1558,0.004492939666238768,0.006566604127579738,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,1034219901,1292847181,EPG(PB08)_R7,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1702,0.004112808460634548,2696,0.0025964391691394658,0.004112808460634548,1391,1558,0.004492939666238768,0.0050323508267433505,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,819828986,1292847181,EPG(PB08)_L5,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1702,0.004112808460634548,3150,0.0022222222222222222,0.004112808460634548,1212,1558,0.004492939666238768,0.005775577557755775,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,694920753,1292847181,EPG(PB08)_R5,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1702,0.004112808460634548,2724,0.0025697503671071953,0.004112808460634548,1462,1558,0.004492939666238768,0.0047879616963064295,ER4,EPG,ER,EPG,ER,EB Columnar
7,EB,7,387364605,1292847181,EPG(PB08)_L3,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1702,0.004112808460634548,3725,0.0018791946308724832,0.004112808460634548,1789,1558,0.004492939666238768,0.003912800447177194,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813077544,1291094742,EPG(PB08)_R1,ER1_b(ring)_L,EPG_R,ER1_b_L,ER1_b,EPG,571,0.010507880910683012,3461,0.0017336030049118752,0.010507880910683012,1841,567,0.010582010582010581,0.0032590983161325366,ER1,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1447576662,1322133891,EPG(PB08)_L1,ER1_b(ring)_L,EPG_L,ER1_b_L,ER1_b,EPG,499,0.012024048096192385,3842,0.0015616866215512754,0.012024048096192385,1759,495,0.012121212121212121,0.0034110289937464467,ER1,EPG,ER,EPG,ER,EB Columnar
6,EB,6,912601268,1322129730,EPG(PB08)_L6,ER1_b(ring)_L,EPG_L,ER1_b_L,ER1_b,EPG,509,0.011787819253438114,2851,0.002104524728165556,0.011787819253438114,1183,504,0.011904761904761904,0.00507185122569738,ER1,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1065410141,1198413357,EPG(PB08)_L8,ER2_c(ring)_L,EPG_L,ER2_c_L,ER2_c,EPG,1323,0.0045351473922902496,2659,0.0022564874012786762,0.0045351473922902496,1079,1239,0.004842615012106538,0.005560704355885079,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,942491983,1199712167,EPG(PB08)_R6,ER2_c(ring)_L,EPG_R,ER2_c_L,ER2_c,EPG,1416,0.00423728813559322,2849,0.002106002106002106,0.00423728813559322,1266,1412,0.00424929178470255,0.004739336492890996,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813077544,1230480261,EPG(PB08)_R1,ER2_c(ring)_L,EPG_R,ER2_c_L,ER2_c,EPG,1499,0.004002668445630421,3461,0.0017336030049118752,0.004002668445630421,1841,1453,0.0041293874741913286,0.0032590983161325366,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1168664495,1230480261,EPG(PB08)_L8,ER2_c(ring)_L,EPG_L,ER2_c_L,ER2_c,EPG,1499,0.004002668445630421,2955,0.0020304568527918783,0.004002668445630421,1350,1453,0.0041293874741913286,0.0044444444444444444,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1065410141,1105834722,EPG(PB08)_L8,ER2_c(ring)_R,EPG_L,ER2_c_R,ER2_c,EPG,1508,0.003978779840848806,2659,0.0022564874012786762,0.003978779840848806,1079,1403,0.0042765502494654314,0.005560704355885079,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,695956656,1105834722,EPG(PB08)_R4,ER2_c(ring)_R,EPG_R,ER2_c_R,ER2_c,EPG,1508,0.003978779840848806,2717,0.002208317997791682,0.003978779840848806,1221,1403,0.0042765502494654314,0.004914004914004914,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,819828986,1167895489,EPG(PB08)_L5,ER2_c(ring)_R,EPG_L,ER2_c_R,ER2_c,EPG,1557,0.0038535645472061657,3150,0.0019047619047619048,0.0038535645472061657,1212,1437,0.0041753653444676405,0.0049504950495049506,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,695629525,1167896065,EPG(PB08)_R2,ER2_c(ring)_R,EPG_R,ER2_c_R,ER2_c,EPG,1449,0.004140786749482402,2887,0.0020782819535850364,0.004140786749482402,1425,1331,0.004507888805409466,0.004210526315789474,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,541870397,1167896065,EPG(PB08)_L6,ER2_c(ring)_R,EPG_L,ER2_c_R,ER2_c,EPG,1449,0.004140786749482402,3129,0.0019175455417066154,0.004140786749482402,1216,1331,0.004507888805409466,0.004934210526315789,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,942491983,1167645658,EPG(PB08)_R6,ER2_c(ring)_R,EPG_R,ER2_c_R,ER2_c,EPG,1575,0.0038095238095238095,2849,0.002106002106002106,0.0038095238095238095,1266,1417,0.004234297812279464,0.004739336492890996,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,942491983,1198680426,EPG(PB08)_R6,ER2_d(ring)_L,EPG_R,ER2_d_L,ER2_d,EPG,1275,0.004705882352941176,2849,0.002106002106002106,0.004705882352941176,1266,1202,0.004991680532445923,0.004739336492890996,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813012006,1168249921,EPG(PB08)_L7,ER2_d(ring)_R,EPG_L,ER2_d_R,ER2_d,EPG,1281,0.00468384074941452,3398,0.0017657445556209534,0.00468384074941452,1440,1170,0.005128205128205128,0.004166666666666667,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1034219901,1168249921,EPG(PB08)_R7,ER2_d(ring)_R,EPG_R,ER2_d_R,ER2_d,EPG,1281,0.00468384074941452,2696,0.002225519287833828,0.00468384074941452,1391,1170,0.005128205128205128,0.004313443565780014,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,449438847,1198943369,EPG(PB08)_L3,ER2_d(ring)_R,EPG_L,ER2_d_R,ER2_d,EPG,1277,0.004698512137823023,3640,0.0016483516483516484,0.004698512137823023,1711,1201,0.004995836802664446,0.0035067212156633548,ER2,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813040233,1292458303,EPG(PB08)_R8,ER3d_b(ring)_L,EPG_R,ER3d_b_L,ER3d_b,EPG,1010,0.005940594059405941,2453,0.0024459845087647777,0.005940594059405941,1263,900,0.006666666666666667,0.004750593824228029,ER3,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1447576662,1198006801,EPG(PB08)_L1,ER4d(ring)_L,EPG_L,ER4d_L,ER4d,EPG,2051,0.0029254022428083864,3842,0.0015616866215512754,0.0029254022428083864,1759,2041,0.002939735423811857,0.0034110289937464467,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,697001770,1230026402,EPG(PB08)_L2,ER4d(ring)_L,EPG_L,ER4d_L,ER4d,EPG,1845,0.0032520325203252032,2979,0.002014098690835851,0.0032520325203252032,1221,1830,0.003278688524590164,0.004914004914004914,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,758419409,1167295872,EPG(PB08)_L3,ER4d(ring)_L,EPG_L,ER4d_L,ER4d,EPG,2193,0.0027359781121751026,3370,0.0017804154302670622,0.0027359781121751026,1603,2184,0.0027472527472527475,0.0037429819089207735,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813022281,1167300055,EPG(PB08)_L4,ER4d(ring)_L,EPG_L,ER4d_L,ER4d,EPG,2037,0.0029455081001472753,3208,0.0018703241895261845,0.0029455081001472753,1302,2018,0.002973240832507433,0.004608294930875576,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813077544,1513674176,EPG(PB08)_R1,ER4d(ring)_R,EPG_R,ER4d_R,ER4d,EPG,1993,0.0030105368790767687,3461,0.0017336030049118752,0.0030105368790767687,1841,1847,0.0032485110990795887,0.0032590983161325366,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1126647624,1167300154,EPG(PB08)_R8,ER4d(ring)_R,EPG_R,ER4d_R,ER4d,EPG,1978,0.003033367037411527,2092,0.0028680688336520078,0.003033367037411527,979,1830,0.003278688524590164,0.006128702757916241,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813014873,1324145475,EPG(PB08)_R1,ER4d(ring)_R,EPG_R,ER4d_R,ER4d,EPG,1999,0.0030015007503751876,3023,0.0019847833278200462,0.0030015007503751876,1553,1876,0.0031982942430703624,0.0038634900193174502,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813014873,1167641412,EPG(PB08)_R1,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1506,0.00398406374501992,3023,0.0019847833278200462,0.00398406374501992,1553,1504,0.003989361702127659,0.0038634900193174502,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1002852791,1167641412,EPG(PB08)_R7,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1506,0.00398406374501992,2984,0.0020107238605898124,0.00398406374501992,1527,1504,0.003989361702127659,0.003929273084479371,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,416642425,1167641412,EPG(PB08)_R4,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1506,0.00398406374501992,2870,0.0020905923344947735,0.00398406374501992,1459,1504,0.003989361702127659,0.00411240575736806,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813077544,1167977970,EPG(PB08)_R1,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1689,0.003552397868561279,3461,0.0017336030049118752,0.003552397868561279,1841,1685,0.0035608308605341245,0.0032590983161325366,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1447576662,1167977970,EPG(PB08)_L1,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1689,0.003552397868561279,3842,0.0015616866215512754,0.003552397868561279,1759,1685,0.0035608308605341245,0.0034110289937464467,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1168664495,1167977970,EPG(PB08)_L8,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1689,0.003552397868561279,2955,0.0020304568527918783,0.003552397868561279,1350,1685,0.0035608308605341245,0.0044444444444444444,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1127476096,1167977970,EPG(PB08)_L8,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1689,0.003552397868561279,2771,0.0021652832912306026,0.003552397868561279,1194,1685,0.0035608308605341245,0.005025125628140704,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,942491983,1167977970,EPG(PB08)_R6,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1689,0.003552397868561279,2849,0.002106002106002106,0.003552397868561279,1266,1685,0.0035608308605341245,0.004739336492890996,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,912601268,1167977970,EPG(PB08)_L6,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1689,0.003552397868561279,2851,0.002104524728165556,0.003552397868561279,1183,1685,0.0035608308605341245,0.00507185122569738,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,696362840,1167977970,EPG(PB08)_L5,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1689,0.003552397868561279,3211,0.0018685767673621925,0.003552397868561279,1153,1685,0.0035608308605341245,0.005203816131830009,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,912545106,5813049948,EPG(PB08)_L2,ER4m(ring)_L,EPG_L,ER4m_L,ER4m,EPG,1563,0.003838771593090211,3302,0.0018170805572380376,0.003838771593090211,1455,1562,0.0038412291933418692,0.004123711340206186,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,910438331,5813049948,EPG(PB08)_R6,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1563,0.003838771593090211,2666,0.002250562640660165,0.003838771593090211,1415,1562,0.0038412291933418692,0.004240282685512367,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,633546217,5813049948,EPG(PB08)_R4,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1563,0.003838771593090211,2408,0.0024916943521594683,0.003838771593090211,1127,1562,0.0038412291933418692,0.005323868677905945,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,416642425,5813049948,EPG(PB08)_R4,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1563,0.003838771593090211,2870,0.0020905923344947735,0.003838771593090211,1459,1562,0.0038412291933418692,0.00411240575736806,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813027103,1198671494,EPG(PB08)_R5,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1557,0.0038535645472061657,2963,0.0020249746878164025,0.0038535645472061657,1404,1554,0.003861003861003861,0.004273504273504274,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,416642425,1198671494,EPG(PB08)_R4,ER4m(ring)_L,EPG_R,ER4m_L,ER4m,EPG,1557,0.0038535645472061657,2870,0.0020905923344947735,0.0038535645472061657,1459,1554,0.003861003861003861,0.00411240575736806,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813080838,1167645442,EPG(PB08)_R3,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1675,0.003582089552238806,3197,0.001876759461995621,0.003582089552238806,1535,1484,0.004043126684636119,0.003908794788273616,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813077544,1167645442,EPG(PB08)_R1,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1675,0.003582089552238806,3461,0.0017336030049118752,0.003582089552238806,1841,1484,0.004043126684636119,0.0032590983161325366,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813061251,1167645442,EPG(PB08)_R8,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1675,0.003582089552238806,2158,0.0027803521779425394,0.003582089552238806,1066,1484,0.004043126684636119,0.005628517823639775,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1034219901,1167645442,EPG(PB08)_R7,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1675,0.003582089552238806,2696,0.002225519287833828,0.003582089552238806,1391,1484,0.004043126684636119,0.004313443565780014,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,912545106,1167645442,EPG(PB08)_L2,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1675,0.003582089552238806,3302,0.0018170805572380376,0.003582089552238806,1455,1484,0.004043126684636119,0.004123711340206186,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,819828986,1167645442,EPG(PB08)_L5,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1675,0.003582089552238806,3150,0.0019047619047619048,0.003582089552238806,1212,1484,0.004043126684636119,0.0049504950495049506,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,696362840,1167645442,EPG(PB08)_L5,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1675,0.003582089552238806,3211,0.0018685767673621925,0.003582089552238806,1153,1484,0.004043126684636119,0.005203816131830009,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813040233,1198326456,EPG(PB08)_R8,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.0035481963335304554,2453,0.0024459845087647777,0.0035481963335304554,1263,1527,0.003929273084479371,0.004750593824228029,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813027103,1198326456,EPG(PB08)_R5,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.0035481963335304554,2963,0.0020249746878164025,0.0035481963335304554,1404,1527,0.003929273084479371,0.004273504273504274,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,5813014873,1198326456,EPG(PB08)_R1,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.0035481963335304554,3023,0.0019847833278200462,0.0035481963335304554,1553,1527,0.003929273084479371,0.0038634900193174502,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,1002507159,1198326456,EPG(PB08)_R7,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.0035481963335304554,3052,0.001965923984272608,0.0035481963335304554,1591,1527,0.003929273084479371,0.003771213073538655,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,695956656,1198326456,EPG(PB08)_R4,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.0035481963335304554,2717,0.002208317997791682,0.0035481963335304554,1221,1527,0.003929273084479371,0.004914004914004914,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,665314820,1198326456,EPG(PB08)_L4,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1691,0.0035481963335304554,3156,0.0019011406844106464,0.0035481963335304554,1320,1527,0.003929273084479371,0.004545454545454545,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,634962055,1198326456,EPG(PB08)_L4,ER4m(ring)_R,EPG_L,ER4m_R,ER4m,EPG,1691,0.0035481963335304554,3116,0.0019255455712451862,0.0035481963335304554,1162,1527,0.003929273084479371,0.0051635111876075735,ER4,EPG,ER,EPG,ER,EB Columnar
6,EB,6,478375456,1198326456,EPG(PB08)_R3,ER4m(ring)_R,EPG_R,ER4m_R,ER4m,EPG,1691,0.0035481963335304554,2802,0.0021413276231263384,0.0035481963335304554,1569,1527,0.003929273084479371,0.0038240917782026767,ER4,EPG,ER,EPG,ER,EB Columnar
