weight,roi,ROIweight,from,to,name.from,name.to,type.from,type.to,databaseType.to,databaseType.from,totalWeight,weightRelativeTotal,totalPreWeight,outputContributionTotal,weightROIRelativeTotal,totalPreROIweight,totalROIweight,weightRelative,outputContribution,supertype1.to,supertype1.from,supertype2.to,supertype2.from,supertype3.to,supertype3.from
42,EB,42,1167641412,5813077544,ER4m(ring)_L,EPG(PB08)_R1,ER4m_L,EPG_R,EPG,ER4m,5176,0.00811437403400309,4273,0.009829159840861221,0.00811437403400309,4268,4842,0.008674101610904586,0.009840674789128397,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,1167977970,5813014873,ER4m(ring)_L,EPG(PB08)_R1,ER4m_L,EPG_R,EPG,ER4m,4099,0.010246401561356429,4439,0.009461590448299166,0.010246401561356429,4439,3775,0.011125827814569536,0.009461590448299166,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,1167977970,1065410141,ER4m(ring)_L,EPG(PB08)_L8,ER4m_L,EPG_L,EPG,ER4m,3278,0.012812690665039659,4439,0.009461590448299166,0.012812690665039659,4439,2937,0.014300306435137897,0.009461590448299166,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,5813049948,1167995070,ER4m(ring)_L,EPG(PB08)_L8,ER4m_L,EPG_L,EPG,ER4m,3874,0.010841507485802787,4309,0.009747041076815966,0.010841507485802787,4309,3475,0.012086330935251799,0.009747041076815966,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,1198671494,5813014873,ER4m(ring)_L,EPG(PB08)_R1,ER4m_L,EPG_R,EPG,ER4m,4099,0.010246401561356429,4044,0.010385756676557863,0.010246401561356429,4041,3775,0.011125827814569536,0.010393466963622866,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,1198326456,1447576662,ER4m(ring)_R,EPG(PB08)_L1,ER4m_R,EPG_L,EPG,ER4m,5107,0.008224006265909536,4285,0.009801633605600933,0.008224006265909536,4271,4615,0.009100758396533045,0.009833762584874737,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,1198326456,912545106,ER4m(ring)_R,EPG(PB08)_L2,ER4m_R,EPG_L,EPG,ER4m,4271,0.009833762584874737,4285,0.009801633605600933,0.009833762584874737,4271,3798,0.011058451816745656,0.009833762584874737,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,1198326456,758419409,ER4m(ring)_R,EPG(PB08)_L3,ER4m_R,EPG_L,EPG,ER4m,4163,0.010088878212827288,4285,0.009801633605600933,0.010088878212827288,4271,3801,0.011049723756906077,0.009833762584874737,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,5813050767,910438331,ER4m(ring)_R,EPG(PB08)_R6,ER4m_R,EPG_R,EPG,ER4m,3738,0.011235955056179775,4184,0.010038240917782026,0.011235955056179775,4163,3481,0.012065498419994254,0.010088878212827288,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,5813053866,572870540,ER4m(ring)_R,EPG(PB08)_L1,ER4m_R,EPG_L,EPG,ER4m,4957,0.008472866653217672,4568,0.009194395796847636,0.008472866653217672,4568,4430,0.009480812641083521,0.009194395796847636,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,5813053866,1002507159,ER4m(ring)_R,EPG(PB08)_R7,ER4m_R,EPG_R,EPG,ER4m,4220,0.00995260663507109,4568,0.009194395796847636,0.00995260663507109,4568,3938,0.010665312341289994,0.009194395796847636,EPG,ER4,EPG,ER,EB Columnar,ER
42,EB,42,1292847181,1002507159,ER4m(ring)_R,EPG(PB08)_R7,ER4m_R,EPG_R,EPG,ER4m,4220,0.00995260663507109,4263,0.009852216748768473,0.00995260663507109,4251,3938,0.010665312341289994,0.009880028228652082,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1167641412,5813080838,ER4m(ring)_L,EPG(PB08)_R3,ER4m_L,EPG_R,EPG,ER4m,4198,0.009766555502620296,4273,0.009595132225602621,0.009766555502620296,4268,3831,0.010702166536152441,0.009606373008434864,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1167641412,1167995070,ER4m(ring)_L,EPG(PB08)_L8,ER4m_L,EPG_L,EPG,ER4m,3874,0.010583376355188436,4273,0.009595132225602621,0.010583376355188436,4268,3475,0.011798561151079136,0.009606373008434864,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1167977970,449438847,ER4m(ring)_L,EPG(PB08)_L3,ER4m_L,EPG_L,EPG,ER4m,4595,0.008922742110990207,4439,0.009236314485244425,0.008922742110990207,4439,4070,0.010073710073710074,0.009236314485244425,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1198671494,541870397,ER4m(ring)_L,EPG(PB08)_L6,ER4m_L,EPG_L,EPG,ER4m,3916,0.010469867211440245,4044,0.010138476755687438,0.010469867211440245,4041,3477,0.01179177451826287,0.010146003464488988,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1198671494,416642425,ER4m(ring)_L,EPG(PB08)_R4,ER4m_L,EPG_R,EPG,ER4m,3833,0.010696582311505349,4044,0.010138476755687438,0.010696582311505349,4041,3482,0.011774842044801838,0.010146003464488988,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1198671494,1065410141,ER4m(ring)_L,EPG(PB08)_L8,ER4m_L,EPG_L,EPG,ER4m,3278,0.012507626601586334,4044,0.010138476755687438,0.012507626601586334,4041,2937,0.013959822948586994,0.010146003464488988,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,5813047793,416642425,ER4m(ring)_L,EPG(PB08)_R4,ER4m_L,EPG_R,EPG,ER4m,3833,0.010696582311505349,4099,0.01000243961941937,0.010696582311505349,4098,3482,0.011774842044801838,0.010004880429477794,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1167645442,634962055,ER4m(ring)_R,EPG(PB08)_L4,ER4m_R,EPG_L,EPG,ER4m,3513,0.011670936521491603,4226,0.009701845716990062,0.011670936521491603,4217,2988,0.013721552878179385,0.009722551576950438,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1167645442,541870397,ER4m(ring)_R,EPG(PB08)_L6,ER4m_R,EPG_L,EPG,ER4m,3916,0.010469867211440245,4226,0.009701845716990062,0.010469867211440245,4217,3477,0.01179177451826287,0.009722551576950438,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1167645442,1002852791,ER4m(ring)_R,EPG(PB08)_R7,ER4m_R,EPG_R,EPG,ER4m,4112,0.009970817120622567,4226,0.009701845716990062,0.009970817120622567,4217,3834,0.01069379238393323,0.009722551576950438,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,1198326456,697001770,ER4m(ring)_R,EPG(PB08)_L2,ER4m_R,EPG_L,EPG,ER4m,4160,0.00985576923076923,4285,0.00956826137689615,0.00985576923076923,4271,3659,0.011205247335337523,0.009599625380472957,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,5813050767,941132434,ER4m(ring)_R,EPG(PB08)_R6,ER4m_R,EPG_R,EPG,ER4m,3383,0.012119420632574637,4184,0.00979923518164436,0.012119420632574637,4163,3158,0.012982900569981,0.00984866682680759,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,5813050767,725951521,ER4m(ring)_R,EPG(PB08)_R5,ER4m_R,EPG_R,EPG,ER4m,3468,0.01182237600922722,4184,0.00979923518164436,0.01182237600922722,4163,3189,0.012856694888679836,0.00984866682680759,EPG,ER4,EPG,ER,EB Columnar,ER
41,EB,41,5813053866,1034219901,ER4m(ring)_R,EPG(PB08)_R7,ER4m_R,EPG_R,EPG,ER4m,4020,0.010199004975124378,4568,0.0089754816112084055,0.010199004975124378,4568,3813,0.010752688172043012,0.0089754816112084055,EPG,ER4,EPG,ER,EB Columnar,ER
